,Common Name,Kingdom,Phylum,Class,Subclass,Infraclass,Superorder,Order,Family,Genus,SPECIES,Continents,Countries,Regions,Biome,Lifestyle,Seasonal behavior,Ref,Animalia_Link,Subcontinents,Group name,Islands,Introduced Countries,Suborder,Oceans,SUBSPECIES OF,Subfamily,Subgenus,Tribe
0,african-pitta,Animalia,Chordata,Aves,,,,Passeriformes,Pittidae,Pitta,Pitta angolensis,Africa,"Angola,",,"Freshwater,Forest,Shrubland,Wetlands,Woodland,Rainforest,Riparian","Terrestrial, ,Oviparous, ,Altricial",Migrating,"https://en.wikipedia.org/wiki/African_pitta,https://www.iucnredlist.org/species/22698671/93696398,https://xeno-canto.org/699377",https://animalia.bio/african-pitta/,,,,,,,,,,
0,african-pygmy-goose,Animalia,Chordata,Aves,,,,Anseriformes,Anatidae,Nettapus,Nettapus auritus,Africa,"Equatorial Guinea,","South Africa,","Freshwater,Wetlands,Estuaries,Swamp","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Waterfowl, ,Nomadic",Not a migrant,"https://en.wikipedia.org/wiki/African_pygmy_goose,https://www.iucnredlist.org/species/22680095/92842795,https://xeno-canto.org/647147",https://animalia.bio/african-pygmy-goose/,,,,,,,,,,
0,african-pygmy-kingfisher,Animalia,Chordata,Aves,Neornithes,Neognathae,Neoaves,Coraciiformes,Alcedinidae,Ispidina,Ispidina picta,Africa,"Equatorial Guinea,","South Africa,","Freshwater,Anthropogenic biome,Forest,Grassland,Savanna,Shrubland,Wetlands,Woodland","Terrestrial, ,Oviparous, ,Burrowing",Migrating,"https://en.wikipedia.org/wiki/African_pygmy_kingfisher,https://www.iucnredlist.org/species/22683165/92977099,https://xeno-canto.org/690412",https://animalia.bio/african-pygmy-kingfisher/,,,,,Alcedini,,,,,
0,african-rail,Animalia,Chordata,Aves,Neornithes,Neognathae,Neoaves,Gruiformes,Rallidae,Rallus,Rallus caerulescens,Africa,"South Africa,","Angola,","Freshwater,Grassland,Wetlands,Anthropogenic biome,Marsh","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial",Not a migrant,"https://en.wikipedia.org/wiki/African_rail,https://www.iucnredlist.org/species/22692498/93356313,https://xeno-canto.org/699378",https://animalia.bio/african-rail/,,,,,,,,,,
0,african-redeyed-bulbul,,,,,,,,,,,,,,,,,,https://animalia.bio/african-redeyed-bulbul/,,,,,,,,,,
0,african-reed-warbler,Animalia,Chordata,Aves,,,,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus baeticatus,,,,"Agricultural,Anthropogenic biome,Wetlands,Marsh",Oviparous,Migrating,"https://en.wikipedia.org/wiki/African_reed_warbler,https://xeno-canto.org/648699",https://animalia.bio/african-reed-warbler/,,,,,,,,,,
0,african-river-martin,Animalia,Chordata,Aves,,,,Passeriformes,Hirundinidae,Pseudochelidon,Pseudochelidon eurystomina,Africa,"Angola,",,"Freshwater,Forest,Savanna,Wetlands,Woodland,Grassland,Mountains,Swamp","Terrestrial, ,Congregatory, ,Oviparous, ,Burrowing, ,Gliding",Migrating,"https://en.wikipedia.org/wiki/African_river_martin,https://www.iucnredlist.org/species/22712036/94316261,https://xeno-canto.org/690510",https://animalia.bio/african-river-martin/,,,,,,,,,,
0,african-rock-pipit,Animalia,Chordata,Aves,,,,Passeriformes,Motacillidae,Anthus,Anthus crenatus,Africa,"South Africa,",,"Grassland,Rocky areas,Shrubland",,,"https://en.wikipedia.org/wiki/African_rock_pipit,https://www.iucnredlist.org/species/22718452/131983712,https://xeno-canto.org/673450",https://animalia.bio/african-rock-pipit/,,,,,,,,,,
0,african-sacred-ibis,Animalia,Chordata,Aves,Neornithes,Neognathae,Neoaves,Pelecaniformes,Threskiornithidae,Threskiornis,Threskiornis aethiopicus,"Africa,",Asia,"South Africa,","Agricultural,Anthropogenic biome,Coastal,Estuaries,Freshwater,Lakes,Marsh,Wetlands,Riparian,Rivers,Marine,Suburban,Temporary pools,Urban wildlife,Forest,Grassland,Intertidal zone,Rainforest,Mountains,Swamp","Arboreal, ,Nomadic, ,Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Wading bird",Migrating,"https://en.wikipedia.org/wiki/African_sacred_ibis,https://www.iucnredlist.org/species/22697510/132068562,https://xeno-canto.org/651807",https://animalia.bio/african-sacred-ibis/,,,,"Equatorial Guinea,",,,,,,
0,african-scops-owl,Animalia,Chordata,Aves,,,,Strigiformes,Strigidae,Otus,Otus senegalensis,Africa,"Equatorial Guinea,","South Africa,","Anthropogenic biome,Forest,Savanna,Shrubland,Agricultural","Terrestrial, ,Oviparous, ,Altricial, ,Territorial",Not a migrant,"https://en.wikipedia.org/wiki/African_scops_owl,https://www.iucnredlist.org/species/61914670/95183137,https://xeno-canto.org/702993",https://animalia.bio/african-scops-owl/,,,,,,,,,,
0,african-shrikeflycatcher,,,,,,,,,,,,,,,,,,https://animalia.bio/african-shrikeflycatcher/,,,,,,,,,,
0,african-silverbill,Animalia,Chordata,Aves,,,,Passeriformes,Estrildidae,Euodice,Euodice cantans,"Africa,",Asia,,"Anthropogenic biome,Savanna,Shrubland,Desert,Grassland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/African_silverbill,https://www.iucnredlist.org/species/22719761/131997328,https://xeno-canto.org/425650",https://animalia.bio/african-silverbill/,,,,"Egypt,",,,,,,
0,african-skimmer,Animalia,Chordata,Aves,,,,Charadriiformes,Laridae,Rynchops,Rynchops flavirostris,Africa,"Egypt,",,"Freshwater,Wetlands,Coastal,Marine","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Soaring, ,Seabird",Migrating,"https://en.wikipedia.org/wiki/African_skimmer,https://www.iucnredlist.org/species/22694262/93443520,https://xeno-canto.org/608119",https://animalia.bio/african-skimmer/,,,,,,,,,,
0,african-snipe,Animalia,Chordata,Aves,,,,Charadriiformes,Scolopacidae,Gallinago,Gallinago nigripennis,Africa,"South Africa,","Angola,","Freshwater,Grassland,Neritic zone,Wetlands,Coastal,Anthropogenic biome,Marine,Mountains,Marsh,Swamp","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Wading bird",Partially migrant,"https://en.wikipedia.org/wiki/African_snipe,https://www.iucnredlist.org/species/22693102/93383652,https://xeno-canto.org/495341",https://animalia.bio/african-snipe/,,,,,,,,,,
0,african-spoonbill,Animalia,Chordata,Aves,Neornithes,Neognathae,Neoaves,Pelecaniformes,Threskiornithidae,Platalea,Platalea alba,"Africa,",Sub-Saharan Africa,,"Lakes,Rivers,Estuaries,Wetlands,Freshwater,Neritic zone,Coastal,Anthropogenic biome,Marine","Terrestrial, ,Arboreal, ,Wading birds, ,Shorebirds, ,Altricial, ,Soaring birds, ,Gliding, ,Congregatory, ,Nomadic, ,Oviparous, ,Precocial, ,Wading birds","Not a migrant, ,Migrating","https://en.wikipedia.org/wiki/African_spoonbill,https://www.iucnredlist.org/species/22697564/93620935,https://xeno-canto.org/611674",https://animalia.bio/african-spoonbill/,Asia,bowl,,,,,,,,
0,african-spotted-creeper,Animalia,Chordata,Aves,,,,Passeriformes,Sittidae,Salpornis,Salpornis salvadori,Africa,"Angola,",,"Forest,Savanna",,,"https://en.wikipedia.org/wiki/African_spotted_creeper,https://www.iucnredlist.org/species/103882123/132199963,https://xeno-canto.org/509119",https://animalia.bio/african-spotted-creeper/,,,,,,,,,,
0,african-stonechat,Animalia,Chordata,Aves,,,,Passeriformes,Muscicapidae,Saxicola,Saxicola torquatus,"Europe,","Asia,",Africa,"Freshwater,Anthropogenic biome,Forest,Grassland,Shrubland,Wetlands,Mountains,Rocky areas","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/African_stonechat,https://www.iucnredlist.org/species/22710184/181614254,https://xeno-canto.org/686717",https://animalia.bio/african-stonechat/,,,"China,",,,,,,,
0,african-swamphen,Animalia,Chordata,Aves,Neornithes,Neognathae,Neoaves,Gruiformes,Rallidae,Porphyrio,Porphyrio madagascariensis,,,,"Wetlands,Marsh,Swamp","Oviparous, ,Precocial",Not a migrant,"https://en.wikipedia.org/wiki/African_swamphen,https://xeno-canto.org/473359",https://animalia.bio/african-swamphen/,,,,,,,,,,
0,african-thrush,Animalia,Chordata,Aves,,,,Passeriformes,Turdidae,Turdus,Turdus pelios,Africa,"Equatorial Guinea,",,"Anthropogenic biome,Forest,Savanna,Shrubland,Agricultural,Woodland,Mountains,Riparian","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/African_thrush,https://www.iucnredlist.org/species/22708702/94172703,https://xeno-canto.org/671679",https://animalia.bio/african-thrush/,,,,,,,,,,
0,african-wattled-lapwing,Animalia,Chordata,Aves,,,,Charadriiformes,Charadriidae,Vanellus,Vanellus senegallus,Africa,"South Africa,","Angola,","Freshwater,Anthropogenic biome,Grassland,Savanna,Wetlands,Forest,Rainforest","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Wading bird",Not a migrant,"https://en.wikipedia.org/wiki/African_wattled_lapwing,https://www.iucnredlist.org/species/22694027/93434264,https://xeno-canto.org/690398",https://animalia.bio/african-wattled-lapwing/,,,,,,,,,,
0,african-wood-owl,Animalia,Chordata,Aves,,,,Strigiformes,Strigidae,Strix,Strix woodfordii,Africa,"Equatorial Guinea,","South Africa,","Freshwater,Anthropogenic biome,Forest,Savanna,Shrubland,Agricultural,Woodland","Terrestrial, ,Oviparous, ,Altricial",Not a migrant,"https://en.wikipedia.org/wiki/African_wood_owl,https://www.iucnredlist.org/species/22689166/93220349,https://xeno-canto.org/651902",https://animalia.bio/african-wood-owl/,,,,,,,,,,
0,african-yellow-warbler,Animalia,Chordata,Aves,,,,Passeriformes,Acrocephalidae,Iduna,Iduna natalensis,Africa,"South Africa,","Angola,","Freshwater,Anthropogenic biome,Forest,Grassland,Shrubland,Wetlands,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/African_yellow_warbler,https://www.iucnredlist.org/species/22714920/94432254,https://xeno-canto.org/487596",https://animalia.bio/african-yellow-warbler/,,,,,,,,,,
0,agami-heron,Animalia,Chordata,Aves,Neornithes,Neognathae,Neoaves,Pelecaniformes,Ardeidae,Agamia,Agamia agami,"South America,",North America,"Trinidad and Tobago,","Brackish water,Chaparral,Estuaries,Forest,Freshwater,Marsh,Wetlands,Rivers,Shrubland,Swamp,Temporary pools","Arboreal, ,Nomadic, ,Territorial, ,Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Altricial, ,Soaring",Not a migrant,"https://en.wikipedia.org/wiki/Agami_heron,https://www.iucnredlist.org/species/22697200/93602031,https://xeno-canto.org/257327",https://animalia.bio/agami-heron/,,,,,,"Belize,",,,,
0,agile-tittyrant,,,,,,,,,,,,,,,,,,https://animalia.bio/agile-tittyrant/,,,,,,,,,,
0,aguiguan-reed-warbler,Animalia,Chordata,Aves,,,,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus nijoi,,,,"Freshwater,Forest,Shrubland,Wetlands",,,"https://en.wikipedia.org/wiki/Aguiguan_reed_warbler,https://www.iucnredlist.org/species/103780109/119548740",https://animalia.bio/aguiguan-reed-warbler/,,,,,,,,,,
0,agulhas-longbilled-lark,,,,,,,,,,,,,,,,,,https://animalia.bio/agulhas-longbilled-lark/,,,,,,,,,,
0,ahanta-spurfowl,Animalia,Chordata,Aves,,,,Galliformes,Phasianidae,Pternistis,Pternistis ahantensis,Africa,"Benin,",,"Freshwater,Anthropogenic biome,Forest,Shrubland,Wetlands",,,"https://en.wikipedia.org/wiki/Ahanta_spurfowl,https://www.iucnredlist.org/species/22678835/92790866,https://xeno-canto.org/690768",https://animalia.bio/ahanta-spurfowl/,,,,,,,,,,
0,ainleys-storm-petrel,Animalia,Chordata,Aves,,,,Procellariiformes,Hydrobatidae,Hydrobates,Oceanodroma cheimomnestes,North America,Mexico,,"Intertidal zone,Neritic zone,Oceanic pelagic zone,Coastal,Marine",,,"https://en.wikipedia.org/wiki/Ainley's_storm_petrel,https://www.iucnredlist.org/species/132441735/132441789",https://animalia.bio/ainleys-storm-petrel/,,,,,,,,,,
0,akekee,Animalia,Chordata,Aves,,,,Passeriformes,Fringillidae,Loxops,Loxops caeruleirostris,North America,United States,Hawaiian Is.,Forest,,,"https://en.wikipedia.org/wiki/ʻAkekeʻe,https://www.iucnredlist.org/species/22720832/130851810",https://animalia.bio/akekee/,,,,,,,,,,
0,akiapolaau,Animalia,Chordata,Aves,,,,Passeriformes,Fringillidae,Hemignathus,Hemignathus wilsoni,North America,United States,Hawaiian Is.,"Forest,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/ʻAkiapolaʻau,https://www.iucnredlist.org/species/22720799/94683442,https://xeno-canto.org/385387",https://animalia.bio/akiapolaau/,,,,,,,,,,
0,akiapōlāau,Animalia,Chordata,Aves,,,,Passeriformes,Fringillidae,Hemignathus,Hemignathus wilsoni,North America,United States,Hawaiian Is.,"Forest,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/ʻAkiapolaʻau,https://www.iucnredlist.org/species/22720799/94683442,https://xeno-canto.org/385387",https://animalia.bio/akiapōlāau/,,,,,,,,,,
0,akikiki,Animalia,Chordata,Aves,,,,Passeriformes,Fringillidae,Oreomystis,Oreomystis bairdi,North America,United States,Hawaiian Is.,"Forest,Rainforest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/ʻAkikiki,https://www.iucnredlist.org/species/22720809/130843089",https://animalia.bio/akikiki/,,,,,,,,,,
0,akohekohe,Animalia,Chordata,Aves,,,,Passeriformes,Fringillidae,Palmeria,Palmeria dolei,North America,United States,Hawaiian Is.,"Forest,Agricultural,Anthropogenic biome",,,"https://en.wikipedia.org/wiki/ʻAkohekohe,https://www.iucnredlist.org/species/22720855/94686988",https://animalia.bio/akohekohe/,,,,,,,,,,
0,ākohekohe,Animalia,Chordata,Aves,,,,Passeriformes,Fringillidae,Palmeria,Palmeria dolei,North America,United States,Hawaiian Is.,"Forest,Agricultural,Anthropogenic biome",,,"https://en.wikipedia.org/wiki/ʻAkohekohe,https://www.iucnredlist.org/species/22720855/94686988",https://animalia.bio/ākohekohe/,,,,,,,,,,
0,akun-eagleowl,,,,,,,,,,,,,,,,,,https://animalia.bio/akun-eagleowl/,,,,,,,,,,
0,alagoas-antwren,Animalia,Chordata,Aves,,,,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula snowi,South America,Brazil,,Forest,,,"https://en.wikipedia.org/wiki/Alagoas_antwren,https://www.iucnredlist.org/species/22724407/137581714,https://xeno-canto.org/595105",https://animalia.bio/alagoas-antwren/,,,,,,,,,,
0,alagoas-curassow,Animalia,Chordata,Aves,,,,Galliformes,Cracidae,Mitu,Mitu mitu,,,,Forest,,,"https://en.wikipedia.org/wiki/Alagoas_curassow,https://www.iucnredlist.org/species/22678486/132315266",https://animalia.bio/alagoas-curassow/,,,,,,,,,,
0,alagoas-foliagegleaner,,,,,,,,,,,,,,,,,,https://animalia.bio/alagoas-foliagegleaner/,,,,,,,,,,
0,alagoas-tyrannulet,Animalia,Chordata,Aves,,,,Passeriformes,Tyrannidae,Phylloscartes,Phylloscartes ceciliae,South America,Brazil,,Forest,,,"https://en.wikipedia.org/wiki/Alagoas_tyrannulet,https://www.iucnredlist.org/species/22699516/118807418,https://xeno-canto.org/697435",https://animalia.bio/alagoas-tyrannulet/,,,,,,,,,,
0,alaotra-grebe,,,,,,,,,,,,,,,,,,https://animalia.bio/alaotra-grebe/,,,,,,,,,,
0,albertine-owlet,Animalia,Chordata,Aves,,,,Strigiformes,Strigidae,Glaucidium,Glaucidium albertinum,Africa,"DR Congo,",,"Forest,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Albertine_owlet,https://www.iucnredlist.org/species/22689310/93226264",https://animalia.bio/albertine-owlet/,,,,,,,,,,
0,albertine-sooty-boubou,Animalia,Chordata,Aves,,,,Passeriformes,Malaconotidae,Laniarius,Laniarius holomelas,Africa,"Burundi,",,"Forest,Mountains",,,"https://en.wikipedia.org/wiki/Albertine_sooty_boubou,https://www.iucnredlist.org/species/103706204/104087842,https://xeno-canto.org/704646",https://animalia.bio/albertine-sooty-boubou/,,,,,,,,,,
0,alberts-lyrebird,Animalia,Chordata,Aves,,,,Passeriformes,Menuridae,Menura,Menura alberti,,Australia,,"Anthropogenic biome,Forest,Agricultural,Urban wildlife,Caves and Subterranean Habitats,Rainforest,Mountains,Rocky areas","Terrestrial, ,Oviparous, ,Territorial",Not a migrant,"https://en.wikipedia.org/wiki/Albert's_lyrebird,https://www.iucnredlist.org/species/22703602/93929234,https://xeno-canto.org/660432",https://animalia.bio/alberts-lyrebird/,,,,,,,,,,
0,aldabra-brush-warbler,,,,,,,,,,,,,,,,,,https://animalia.bio/aldabra-brush-warbler/,,,,,,,,,,
0,aldabra-drongo,Animalia,Chordata,Aves,,,,Passeriformes,Dicruridae,Dicrurus,Dicrurus aldabranus,Africa,Seychelles,,"Forest,Savanna,Shrubland,Woodland,Mangrove",,,"https://en.wikipedia.org/wiki/Aldabra_drongo,https://www.iucnredlist.org/species/22706943/94098323",https://animalia.bio/aldabra-drongo/,,,,,,,,,,
0,aldabra-fody,Animalia,Chordata,Aves,,,,Passeriformes,Ploceidae,Foudia,Foudia aldabrana,Africa,Seychelles,,"Forest,Shrubland",,,"https://en.wikipedia.org/wiki/Aldabra_fody,https://www.iucnredlist.org/species/103811282/131793304",https://animalia.bio/aldabra-fody/,,,,,,,,,,
